ЄДРПОУ,Адреса електронної пошти
35015644,perevdvs@uprjust.lg.ua
34502193,popasdvs@uprjust.lg.ua
35047016,rovdvs@uprjust.lg.ua
34903090,rybdvs@uprjust.lg.ua
34250393,svatdvs@uprjust.lg.ua
35015838,sverddvs@uprjust.lg.ua
34846807,stanlugdvs@uprjust.lg.ua
34165848,troydvs@uprjust.lg.ua
21757859,krluchrags@uprjust.lg.ua
21757842,lisrags@uprjust.lg.ua
21757977,rovrags@uprjust.lg.ua
21757983,rybrags@uprjust.lg.ua
21823496,religions@loga.gov.ua
37097747,tercentr_gadiach@ukrpost.ua
37126293,galtercentr@ukr.net
25061600,georgievskaSR@ukr.net
00734185,apk_canc@loga.gov.ua
37991110,office@lg.treasury.gov.ua
24188344,economy@loga.gov.ua
21782461,gu.lg@pfu.gov.ua
33766134,gupp@loga.gov.ua
02359834,inform@lg.ukrstat.gov.ua
34941884,primalnia@uprjust.lg.ua
05446723,Відсутня
25595721,terzenter@ukr.net
02844564,inbox@lg.arbitr.gov.ua
37048357,tcgrebn_08@ukr.net
26311602,ggoauoo@mail.ru
25811774,gosuprav1@rada.cv.ua
04335944,brda17lk@ukrpost.ua
04337630,deminorada@yandex.ru
33241519,ved@loga.gov.ua
25963573,uvp@loga.gov.ua
03196720,lugutszn@mail.ru
36296644,dsr@miac.dp.ua
02311891,gfu@loga.gov.ua
01291732,urist@dpa.lg.ua
21796871,dpi1233@ukr.net
21763720,gni1208@ukrpost.ua
21823651,sgni@ukrpost.ua
21764026,gnilis@listel.lg.ua
21759568,pgni@ukr.net
21757635,dpi1213@ukr.net
21759597,slav_tax@svs.lg.ukrtel.net
38762899,dpi1234@gts.lg.ua
38593588,lutgni@lu.lg.ukrtel.net
38696140,dep10gnikl@ukr.net
38629891,dpi1213@ukr.net
37862994,terc1601@i.ua
03494563,arhiv@mail.dsip.net
37456009,cz1230@lgocz.gov.ua
20182813,natalia-dzer2011@yandex.ua
37289072,Diktercenter@ukr.net
04336814,isp_kir@ukrpost.ua
38762637,dpi1233@ukr.net
21796782,dpi1234@meta.ua
21760206,lutgni@lu.lg.ukrtel.net
21759657,rov_zvit@ukr.net
21797557,tax2005@ukr.net
21845670,gni1229@ukr.net
38504959,gnilis@listel.lg.ua
38542732,rov_zvit@ukr.net
38411702,slav_tax@svs.lg.ukrtel.net
34279281,lis2dnk@uprjust.lg.ua
33649473,slov2dnk@uprjust.lg.ua
21094659,dubnoraytercentr@rambler.ru
04336760,ps_dubovskiy@ukr.net
04337305,zheltenskii_sels@mail.ru
05381567,inbox@gt.lg.court.gov.ua
26262476,zikinfo@yandex.ru
04051785,zorinskkontrol@yandex.ua
35079692,kambrdvs@uprjust.lg.ua
05381751,inbox@kb.lg.court.gov.ua
25372642,Kam.sel.rada@mail.ru
37115171,karlter@ukr.net
36250827,t_centr@mail.ru
37048509,Teryentr@i.ua
25962326,tercentrkozm@mail.ru
04336725,Відсутня
04336470,Відсутня
22535658,kalinakomsomolsk@ukr.net
14002540,kroltc@ukrpost.ua
36973842,Відсутня
36994456,tercentr.pologi@gmail.com
26285520,terzentr_litin@mail.ru
36401650,tcsop@ukr.net
36943857,ves_tercentr@mail.ru
38443084,kyltbuh@meta.ua
36503293,tcmalinovskiy@omr.odessa.ua
37297392,tercentr200@yandex.ru
37021322,tercentr22@rambler.ru
36936750,roztercentr@ukr.net
37894167,yuzhniy_soc@gupsp.odessa.gov.ua
20097384,ill_tercentr0519@mail.ru
04335625,komissarovkaps@mail.ru
25059684,tpr@loga.gov.ua
08675298,08_su@mvs.gov.ua
35669250,info@podil.kiev.ua
26130711,ispk@krasnodon.org.ua
38721040,kogni@ukr.net
21847976,kogni@ukr.net
04051514,kd_rda@loga.gov.ua
24854698,rada@kd.lg.ukrtel.net
04336866,possovet-krasnodon@ukr.net
37907322,Office.krasd@lg.treasury.gov.ua
26522351,inbox@kdm.lg.court.gov.ua
13391976,kmrcz@ukrpost.ua
05381314,inbox@klm.lg.court.gov.ua
13391968,kmcz_1207@ukrpost.ua
04337085,kr-sovet@mail.ru
21757011,krmgorsovet@gmail.com
04051520,krem_rda@loga.gov.ua
21756601,rajrada@krem.lg.ua
05381320,inbox@km.lg.court.gov.ua
13392728,czkrem@ukrpost.ua
04337794,kpossovet@yandex.ua
36503749,tcprimorskiy@omr.odessa.ua
36807555,gul_tercentr@mail.ru
04336151,rajrada@krem.lg.ua
04335950,brda17lk@ukrpost.ua
23312067,35_dn@mvs.gov.ua
05380740,inbox@kr.lg.court.gov.ua
13392332,kirovskcz@mail.ru
08675387,11_su@mvs.gov.ua
21796836,lg_lentax@ukrpost.ua
38762836,lg_lentax@ukrpost.ua
35079687,lendvs@uprjust.lg.ua
05381768,inbox@ln.lg.court.gov.ua
04335967,brda17lk@ukrpost.ua
05381343,inbox@lsm.lg.court.gov.ua
13391634,cz1208@lgocz.gov.ua
04335453,brda17lk@ukrpost.ua
21797244,office@customs.lg.ua
38681747,office@customs.lg.ua
26070794,lgik@ukrpost.ua
00022450,info@loga.gov.ua
24046449,info@sovet.lg.ua
05380361,luganskarada@ukr.net
13396264,Loofszi14@ukr.net
41224325,lmvdvs@lugjust.gov.ua
13392912,cz1201@lgocz.gov.ua
03490878,inform@lgocz.gov.ua
35079949,inbox@adm.lg.court.gov.ua
37300389,taxlug@ukr.net
04053393,lugrda@lug.zt.ukrtel.net
02896124,inbox@lg.zt.court.gov.ua
08672118,12_zh@mvs.gov.ua
22550149,Відсутня
26023903,lut.gorsovet@mail.ru
04051543,ln_rda@loga.gov.ua
25368971,lutsovet@lutacom.net
05381366,inbox@lt.lg.court.gov.ua
13392697,lutugcz@ya.ru
04336168,makeevka.rada@rambler.ru
04051556,mar_rda@loga.gov.ua
41247405,markiv24r.lg@pfu.gov.ua
05381372,inbox@mk.lg.court.gov.ua
13392639,cz1219@lgocz.gov.ua
22509394,nikolaevka_soc@gupsp.odessa.gov.ua
36126670,mirgcentr@ukrpost.ua
04336961,mihailowsky.possowet@yandex.ua
04336174,rajrada@krem.lg.ua
24176821,mlyniv.tercenter@mail.ru
25498107,mog-pod.tsentr@yandex.ua
04528821,mozrada@yandex.ru
25939511,Відсутня
20189376,mil_rda@loga.gov.ua
05381389,inbox@ml.lg.court.gov.ua
13392384,cz1220@lgocz.gov.ua
04337133,Відсутня
37156511,tercentrnad@ukr.net
04336180,Відсутня
04335988,brda17lk@ukrpost.ua
04336932,Selrada-nignee@ukr.net
05382199,novoaiddnk@uprjust.lg.ua
04051572,ndar_rda@loga.gov.ua
25373156,aydarsov@ndar.lg.ukrtel.net
04335571,possovetndar@gmail.com
05381395,inbox@na.lg.court.gov.ua
21757078,cz1221@lgocz.gov.ua
04336079,novoannovka@yandex.ua
04336205,n-krasnyanka_selrada@i.ua
04336211,Відсутня
04335482,novoaleksandrovka.possovet@mail.ru
25363672,Відсутня
04051589,nvp_rda@loga.gov.ua
21766338,npskovrada@mail.ru
05381403,inbox@np.lg.court.gov.ua
13392190,cz1222@lgocz.gov.ua
36545925,ns_tercentr@ukr.net
04335499,Novosvitl.sel.rada@yandex.ua
21843837,isp_kir@ukrpost.ua
04337662,novochervonoerada@yandex.ru
23215105,tersopong@mail.ru
04335973,brda17lk@ukrpost.ua
04335921,brda17lk@ukrpost.ua
21725670,ortercentr@gmail.com
37232340,orzhicater@ukr.net
04336263,orehovskiysovet@mail.ru
04336599,sovet_osinove@mail.ru
03190886,ritersentr@sm.ukrtel.net
04335996,brda17lk@ukrpost.ua
04336085,parhomenko_rada@ukr.net
26262499,ipmgs@ukrpost.ua
05381426,inbox@prm.lg.court.gov.ua
13392964,pervmgczlg@mail.ru
04051796,Perevalska_mr@bk.ru
24847758,prv_rda@loga.gov.ua
04051508,prrayrada@ukrpost.ua
05381410,inbox@pr.lg.court.gov.ua
21757061,perevcz@rambler.ru
04336286,pervozvanovka@yandex.ru
25061155,ipgs@ukr.net
04335759,petropavlivska_rada@ukr.net
04051744,vuconcom@yandex.ru
21823467,pps_rda@loga.gov.ua
24046515,rasot@mail.ru
03102327,inbox@pp.lg.court.gov.ua
13392243,cz1224@lgocz.gov.ua
04528755,PorsRada@mail.ru
02909921,sekretariat@lug.gp.gov.ua
04336004,brda17lk@ukrpost.ua
21106731,putivl_tertsentr_z@ukr.net
37315374,sobez1@ukrpost.ua
25963225,risk@ukrpost.ua
05381432,inbox@rv.lg.court.gov.ua
13392846,rovenky@ukr.net
04335720,Rodakovo@inbox.ru
21107883,13tercentr@ukr.net
26023286,gorisp@rubizhne.lg.ua
21844854,rub_ogni@ukr.net
38534171,rub_ogni@ukr.net
41245565,rubizh14m.lg@pfu.gov.ua
05381449,inbox@rbm.lg.court.gov.ua
13392272,czrubiz@ukr.net
04337185,Відсутня
13389844,ynostb@ukr.net
04336100,sovet.samsonovsky@yandex.ua
21758474,mgni_1227@ukr.net
04051804,vlada@svatovo.ws
38165092,mgni_1227@ukr.net
21758385,rga@svt.lg.ukrtel.net
04051595,r_rada@svt.lg.ukrtel.net
05381445,inbox@sv.lg.court.gov.ua
20188170,svatrcz@gmail.com
04051610,info@svk.gov.ua
05381461,inbox@svr.lg.court.gov.ua
13392705,SMRCZ1212@gmail.com
04337191,Відсутня
31949016,r-vira@ukr.net
04335648,seleznivka@yandex.ua
05382213,slov1dnk@uprjust.lg.ua
04051603,slov_rda@loga.gov.ua
25370382,slav_raysovet@mail.ru.
05381490,inbox@ss.lg.court.gov.ua
13392450,slavcz@svs.lg.ukrtel.net
08671604,42_dn@mvs.gov.ua
25939439,ssn@loga.gov.ua
21830295,brda17lk@ukrpost.ua
21796776,lutax@gts.lg.ua
20188543,stn_rda@loga.gov.ua
05381509,inbox@sl.lg.court.gov.ua
20188477,cz1227@lgocz.gov.ua
20188900,urisud@meta.ua
04051632,stb_rda@loga.gov.ua
41246506,starob33r.lg@pfu.gov.ua
03197055,utszn934@mail.ru
05381515,inbox@sb.lg.court.gov.ua
13392409,cz1228@lgocz.gov.ua
25963320,apparat.soveta@yandex.ua
38696308,ogni@ukrpost.ua
21759611,ogni@ukrpost.ua
25056094,stahmuj@uprjust.lg.ua
05380734,inbox@st.lg.court.gov.ua
13392088,sgcz@st.lg.ukrtel.net
26174855,suhodolsk-isp@yandex.ua
25373080,sev_gimn@i.ua
26204220,ispolkom@sovet.sed.lg.ua
05381484,inbox@sdm.lg.court.gov.ua
13392390,czsever@yandex.ru
04335507,simrada@ukr.net
04337727,selrada92144@i.ua
26297948,inbox@lg.court.gov.ua
25048203,t-c-savran@ukr.net
36634522,tc_nov@solo.donbass.com
33934169,tc_kotelva@ukr.net
33589069,Tercentr_krukov@i.ua
30078034,narhtercentre@ukr.net
33827055,tercentrpda@ukr.net
20143701,glborus@ukrpost.ua
25815594,reni_soc@gupsp.odessa.gov.ua
25962763,zentr2008@ukr.net
37158168,tercenter_ch@ukr.net
20406856,BaranovkaTerCenter@rambler.ru(BaranovkaTerCenter)
33172021,tercentr1632@ukr.net
24147541,vil.tc@ukr.net
33255516,tcsoa@ukr.net
26449387,Tercentr_bobr@mail.ru
37018584,upsznvter@mail.ru
24716660,tercen_gayvor@mail.ru
37114995,pl_tercentr07@ukrpost.ua
20266869,tercenter.1417@mail.ru
22226222,zrtc@zn.kr-admin.gov.ua
21333237,kptercentr@Gmail.com
36788249,tercentr_kd@gupsp.odessa.gov.ua
36719019,koz.ter.centr@gmail.com
34269781,Kom_terzentr@ukr.net
37154163,Kremenrtc1615@ukrpost.ua
31394471,563845@ukr.net
23690964,tercenterlen@rambler.ru
37137389,tercenter1616@ukr.net
37710441,lb_kivrd_2241@ukrpost.ua
35205472,znam_tercentr@ukr.net
37022852,mrupszn@ukr.net
21724587,mogpodraytercentr@ukr.net
25570603,bolehiv_tercentr@ukr.net
22216752,ter.centr@mail.ru
36717996,n-tertsentr@rambler.ru
33223725,olex_tercentr@mail.ru
22215741,wika@alex.kw.ukrtel.net
35889511,tercenntr@ukrpost.ua
25156364,ter_cenpiryatin@ukr.net
37097451,tercentrprda@ukr.net
20988367,Відсутня
34519982,tertat5133@ukr.net
25496657,tyvriv-tc@ya.ru
37021335,tzcotokmak@yandex.ru
30665089,ultercenter@rambler.ru
23870347,frunzivka_soc@gupsp.odessa.gov.ua
37137551,horolter_26@meta.ua
36786766,tcso_chern@ukr.net
23825192,tercente@sm.ukrtel.net
26390300,Tcso_ivanivka@ukr.net
36190732,izmail_soc@gupsp.odessa.gov.ua
25072578,tys-tercenter@ukr.net
23092499,kirtercentr@mail.ru
37180099,tertsentr_lubrda@ukr.net
33203060,SOPONG@ukr.net
36973918,tercenter-bel@odessa.gov.ua
37173254,kuyb_tcso@ukr.net
26449944,mvtercentr@ukr.net
22209485,oblik7@meta.ua
25030031,tercentr135@mail.ru
30078296,TerzenSV@gmail.com
37343490,ter-sem@meta.ua
14022028,raytercentr@ukr.net
20554806,kosivtrc@ukr.net
04337736,selrada92142@mail.ua
20185800,brda17lk@ukrpost.ua
04336949,Відсутня
13999502,tercenter_trost@ukr.net
21758586,tr_rda@loga.gov.ua
04051649,trk_sovet@ukr.net
04335772,possovet@tr.lg.ukrtel.net
05381521,inbox@tr.lg.court.gov.ua
13392378,cz1229@lgocz.gov.ua
26298646,Nova_vet@mail.ru
37983618,Відсутня
37991503,Відсутня
37944909,Відсутня
38043302,office.markv@lg.treasury.gov.ua
37895134,office.novay@lg.treasury.gov.ua
14372998,analitik@chsoga.lg.ua
01567499,sluptorg@kot.poltava.ua
04011555,ukb_loga@mail.ru
02227044,culture@loga.gov.ua
02498228,Lugansk_oblarh@loga.gov.ua
02141791,guon@ukrpost.ua
21792577,admin@naydar-pfu.gov.ua
21792488,belovodskpfu@ukr.net
21792494,Відсутня
21792318,Відсутня
21792324,Kambrod-PFU@mail.ru
21792519,Відсутня
21792330,lpfu@mail.ua
20405041,Відсутня
21792548,Personlyt@mail.ru
21792347,pfu@alchevsk-pfu.gov.ua
21792407,lysych11m.lg@pfu.gov.ua
21792442,Відсутня
37530472,Відсутня
21792364,brpfu@ukr.net
37907233,Відсутня
21792459,sdonec16m.lg@pfu.gov.ua
21792554,pfu1224@i.ua
21792399,Відсутня
21792376,kirpfu@ukr.net
21792429,pfurovenki@rambler.ru
21792465,upfu_12173@ukr.net
21792583,Відсутня
21792608,pfu1229@ukr.net
21792614,svatovopfu@gmail.com
21792620,Відсутня
21792637,stlug32r.lg@pfu.gov.ua
21792643,kwacek@mail.ru
13768872,torgivlya@krmr.gov.ua
03196802,uszn2@usr.al.lg.ua
03196825,utznkllg@gmail.com
24205528,utsznlis@rambler.ru
03192595,lugyp@lug.zt.ukrtel.net
21844216,utszn923@mail.ru
03196854,utczn_@ukrpost.ua
03196860,upszn_0917@ukrpost.ua
24179564,upszn919@sed-rada.gov.ua
03196765,utsznags@ukrpost.ua
24855887,utszn912@mail.ru
21455851,gurp@kmv.gov.ua
03196995,novopskov_upszn@mail.ru
03196937,uszn915@ukr.net
03197003,uprtrud@rambler.ru
03196877,utszn_svk@mail.ru
03197049,yszn_stn905@mail.ru
00319061,truszn@yandex.ru
24844636,transport@loga.gov.ua
02477278,infodep@loga.gov.ua
21792560,milovs25r.lg@pfu.gov.ua
21792593,ivan_130812@mail.ru
20001622,usbu_lug@ssu.gov.ua
03197018,uszn930@mail.ru
04335520,uspenkasovet@yandex.ru
04051388,ustylugmr@gmail.com
26410385,Відсутня
26447135,frunzesovet@mail.ru
04337274,horoshenskii.sovet@gmail.com
33558486,tercentr.ht@list.ru
04528761,hryaschuvate.rada@ukr.net
23068868,tsartc@ukrpost.ua
04528778,Відсутня
04336010,brda17lk@ukrpost.ua
21830220,isp_kir@ukrpost.ua
04336228,rajrada@krem.lg.ua
04337587,Chmyrivska-rada@yandex.ua
36564984,tercentr-chutovo@ukr.net
04336027,brda17lk@ukrpost.ua
36719134,tc29@ukr.net
25063332,ysp@lutacom.net
04336145,Відсутня
04336852,izvarinskiipossovet@yandex.ru
25869259,illiriyarada@mail.ru
20187348,inspekyakist@inbox.ru
22307800,inbox@sba.court.gov.ua
25625646,balakcovetsv@mail.ru
26408017,inbox@bkl.sb.court.gov.ua
04365164,severunka@ua.fm
34968801,pani101@rambler.ru
35060435,Lengis-gis@yandex.ru
35034379,Відсутня
34835072,vpvrdvs@yandex.ua
56407992,inbox@gr.sb.court.gov.ua
22274962,gu@sevpfu.gov.ua
23013519,inbox@sb.arbitr.gov.ua
01291910,sevgna@ukr.net
25750481,balaklavagni@ukr.net
23443220,gaggni@ukr.net
23193148,gnilrs@ukr.net
24691463,gni2703@ukr.net
24876464,lensovet@meta.ua
26407986,inbox@ln.sb.court.gov.ua
38584767,n-siv@ukr.net
26408000,inbox@nh.sb.court.gov.ua
35884906,inbox@adm.sb.court.gov.ua
04367341,orlinoe-sovet@mail.ru
04055587,sgga@stel.sebastopol.ua
26359566,admin_sv@fse.gov.ua
35188206,inbox@apladm.sb.court.gov.ua
26014947,inbox@sba.arbitr.gov.ua
04325561,severunivkasr@e-mail.ua
26265115,inbox@sb.court.gov.ua
08673543,05_sv@mvs.gov.ua
08223337,uvkr_krs@ssu.gov.ua
22274991,lenpfu@sevpfu.gov.ua
22274985,balpfu@sevpfu.gov.ua
22274979,nahpfu@sevpfu.gov.ua
22275002,gagpfu@sevpfu.gov.ua
20000976,usbu_sev@ssu.gov.ua
02361328,us@sb.ukrstat.gov.ua
05379180,Відсутня
22091405,vlada.berezniki@yandex.ua
20087635,zoya_dpi@ukr.net
04377693,v.dalnik@ukr.net
04372454,Відсутня
37247231,sovet@kotelnikovo.kr.strace.net
34422134,miskrada_hm@ukr.net
34849258,dvs_hmelnik@mail.ru
02226837,hmlnikkultura@rambler.ru
02141495,osvita-hmilnik-rda@ukr.net
02141503,osvita_viddil@ukrpost.ua
35814619,ykucheryavyy@mail.ru
25937541,hmlfssnv@mail.ru
04334548,girn@mail.ua
20123360,post@cpk.voladm.gov.ua
24008503,centr_sumy@mail.ru
22104875,zak-center@ukr.net
22226294,center@kw.ukrtel.net
21089043,zapovidnyk@meta.ua
24639346,cppk@cpk.donetsk.ua
34701497,alfa28omega2@i.ua
04334991,juravnuku.rada@gmail.com
19279973,centerzapsich@i.ua
24829602,KLUHNIKIVKASR@ukr.net
04373502,komarnyky@ukr.net
21438382,bukcppk@mail333.com
04356573,Kropyvnyk59@ukr.net
04341531,sovet@amvr.dc.ukrtel.net
04333566,melniki-mostiche@ukr.net
04327330,melrada@ukr.net
04398206,Відсутня
04335298,mov-rada@ukr.net
04526733,nikanorovka2010@meta.ua
04327301,WWW100267@ukr.net
04365069,ovsyanikivsr@mail.ru
04398376,sahnov-rada@mail.ru
04366459,Відсутня
04364696,onik_rada@mail.ru
02891182,1dnk_monich@i.ua
04372661,ponukov@ukr.net
04357615,Popelnyky@i.ua
38031522,lbmrada@ukrpost.ua
21084403,dubrvisnik@ukr.net
04334426,rudnyky.sr@gmail.com
04526325,riznykove@ukr.net
34195542,info@snvyk.dp.ua
04052376,info@snrda.dp.ua
33265629,Відсутня
34701502,info@sn.dp.dvs.gov.ua
40258505,vcs@snm.dp.drsu.gov.ua
26509592,inbox@sn.dp.court.gov.ua
26340621,ssd_hm@ukr.net
36822107,simfi_sgni@krymtel.net
26123042,dpi@zpnalog.gov.ua
26149001,2039_01dpi@ukr.net
21796776,lutax@gts.lg.ua
20801096,epz1302@sta.lviv.ua
04354214,ygorn_ko@ukr.net
04356403,ygornuku@ukr.net
20123986,ulyanuku.rozhadm@gmail.com
34780406,krda-agro@ukr.net
00730000,uapr_hm@ukr.net
00730017,chech_agro@ukr.net
37647658,Відсутня
02736834,chech_rda@i.ua
04544464,goroo@ukrpost.ua
20088327,socprotect_hm@ukr.net
03191779,soczahist_hm@ukr.net
03191791,chechupszn@ukr.net
20087486,odpi_hm@ukrpost.ua
20088669,khmilnyk@vin.gp.gov.ua
04051158,rda_hm@ukr.net
32885273,hmel_ust@ukr.net
37730452,khmilnyk@vn.pfu.gov.ua
08670160,29_vi@mvs.gov.ua
26423241,inbox@hm.vn.court.gov.ua
25983377,volonter_hm@ukr.net
04051224,chech_rda@i.ua
05413304,chrayses@rambler.ru
04326247,chechselrada@i.ua
25503535,chech-yust@mail.ru
34363692,info@chl.vn.dvs.gov.ua
02895064,inbox@ch.vn.court.gov.ua
08670415,31_vi@mvs.gov.ua
36081896,kult@shaadm.gov.ua
02892356,inbox@lva.court.gov.ua
04056144,belz_rada@i.ua
20814360,berezynrada@ukr.net
26181298,boryslavrada@ukr.net
37419962,inbox@brm.lv.court.gov.ua
04374281,Bortkiv_s_rada@i.ua
04373821,brodky@ukr.net
04056440,brody-rda@ukr.net
37504167,inbox@bd.lv.court.gov.ua
04373347,byniv@meta.ua
04056457,buskrda@mail.ua
25557198,buskrada@ukr.net
36741479,inbox@bs.lv.court.gov.ua
04373583,bitlya_rada@ukr.net
04374298,v.vilchanisa@meta.ua
04373057,lubin_velyky@ukr.net
34659498,verunsr@ukr.net
04373620,verkhnie_vysotske@ukr.net
25249982,lvfse@fse.gov.ua
04055989,mrbrody@ukr.net
04372454,Відсутня
26307196,rada@drb.lviv.ua
26361497,morshin_rada@ukr.net
04056210,novyrozdil@gmail.com
04056173,pmrada@ukr.net
04055937,SosnivkaMR@mail.ru
04055943,stryimvk@ukr.net
04055920,radachervonograd@ukr.net;radachervonograd@groza.com.ua
36056330,strilkisr@gmail.com
04373198,vorotsiv@meta.ua
04369854,vuzrada@rambler.ru
34871283,dvs_truskavets@ukr.net
34893197,dvs_skole@ukr.net
34857012,dvs_boryslav@ukr.net
35010452,dvs_brody@ukr.net
34988938,dvs_horodok@ukr.net
35019539,dvs_drogobych@ukr.net
34973455,dvs_zhydachiv@ukr.net
34912125,zolochivdvs@ukr.net
34912221,dvs_kambyz@ukr.net
34404136,kotdvs@just.gov.ua
34830671,dvs_peremyshlyany@ukr.net
34921496,dvs_radehiv@ukr.net
34973544,dvs_sambir@ukr.net
34903571,dvs_stryj@ukr.net
34992085,dvs_chervonograd@ukr.net
34978144,dvs_yavoriv@ukr.net
24394423,zemla@poltava.ukrtel.net
02229333,kultura-gorodok@ukr.net
02229847,kotelva_kultura@mail.ru
26057411,vk_trda@ukr.net
02144594,gorodokrvo@gmail.com
02144619,osvitarda@rambler.ru
02144720,vostsrda@gmail.com
02144648,tur-osvita@yandex.ru
02229273,vkit.k-b.rda@ukr.net
04373175,vizomlya@meta.ua
38326057,pr@vpzhr.gp.gov.ua
26181358,hvsz@city-adm.lviv.ua
37444255,inbox@gl.lv.court.gov.ua
35047550,lvivrybooxorona@ukr.net
22402325,st-vetmed@svitonline.com
02168301,gue@loda.gov.ua
14372975,uprnslv@gmail.com
08588820,lviv@mns.gov.ua
38700743,uryst@lv.minrd.gov.ua
02144795,guon@mail.lviv.ua
02013047,mashburo.guoz@yandex.ru
13814885,post@lv.pfu.gov.ua
02361400,ve@lv.ukrstat.gov.ua
34942940,lvivjust@gmail.com
02314843,poshta_all@fin.loda.gov.ua
04373650,holovske@ukr.net
26269892,gorodok_mr_lv@ukr.net
39508975,lv.jur.go@sfs.gov.ua
38636605,jur1316@sta.lviv.ua
04056463,gobelen2006@ukr.net
25560549,gorodok_ruy@ukr.net
02897394,inbox@gr.lv.court.gov.ua
20849269,gorodokcz@locz.lviv.ua
03499974,inbox@lv.arbitr.gov.ua
04371265,grozovorada@gmail.com
04373985,girske@i.ua
01292039,jur1301@sta.lviv.ua
34311602,jur1314@sta.lviv.ua
34107346,jur1315@sta.lviv.ua
35855173,jur1304@sta.lviv.ua
34327041,jur1309@sta.lviv.ua
34269011,jur1318@sta.lviv.ua
20801305,jur1323@sta.lviv.ua
34219730,jur1319@sta.lviv.ua
34219505,jur1320@sta.lviv.ua
34119440,jur1308@sta.lviv.ua,
20801191,jur1312@sta.lviv.ua
34326960,jur1313@sta.lviv.ua
20801328,jur1325@sta.lviv.ua
34318257,Jur1328@sta.lviv.ua
34107770,jur1329@sta.lviv.ua
20785992,jur1305@sta.lviv.ua
20801378,jur1333@sta.lviv.ua
35855093,jur1350@sta.lviv.ua
20779126,postmast@kru.lviv.ua
26453064,lvivrf_zolochiv@dzk.gov.ua
05524038,envir@mail.lviv.ua
03494505,budalo@inbox.ru
05497873,stryjses@i.ua
05497896,BrodySES@yandex.ua
01997780,Gal-seslv@ukr.net
01996125,drog.ses@gmail.com
01996193,drses@meta.ua
05497927,ses_zidaciv@ukrpost.ua
05497979,jovkva_ses@ukrpost.net
02008017,kotelvases@poltava.ukrtel.net
01997811,lychses@ukr.net
01997774,Lviv-mses@ukrpost.net
01996680,ses@lviv.gu.net
05497962,mrajseslv@yandex.ru
05497867,sessambir@gmail.com
05498016,sambir_rayses@meta.ua
05498039,ses_skole@ukr.net
01997828,frankivska_SES@ukrpost.ua
01997797,lviv_shevses@ukrpost.ua
05498051,strses@ukrpost.ua
01996846,bor_ses@ukr.net
01984234,Gor-ses@ukrpost.ua
01997805,ses_12@ukr.net
05497933,epidsan@mail.ru
05497949,kbses@i.ua
05497956,sesmost@mail.ru
05497991,pustomyty_ses@ukr.net
05498007,radehiv_rajses@ukr.net
05498022,ses_sokal@ukrpost.ua
05498045,StryjCEC@ukr.net
01997521,trses@ukr.net
05498068,24SESTurka@ukr.net
05497884,chervonogradses@ukr.net
05498074,yavorivses@ukr.net
04373206,dobrostany-rada@meta.ua
04373212,domazhyr-rada@meta.ua
20801104,jur1303@sta.lviv.ua
39510413,lv.jur.kb@sfs.gov.ua
38472849,jur.kb@lv.minrd.gov.ua
20801133,jur1306@sta.lviv.ua
34166951,jur1321@sta.lviv.ua
34311670,jur1324@sta.lviv.ua
34069945,jur1326@sta.lviv.ua
34166511,jur1310@sta.lviv.ua
34263486,jur1311@sta.lviv.ua
38763494,jur.sh@lv.minrd.gov.ua
20801149,jur1307@sta.lviv.ua
25553289,rayrada-drogob@ukr.net
37390247,inbox@dgm.lv.court.gov.ua
20778807,drogomyshlyany@meta.ua
04056486,zhydashivrda@gmail.com
37291411,inbox@gd.lv.court.gov.ua
00700890,vet_med@ukr.net
36762195,inbox@gv.lv.court.gov.ua
04373465,zavadivka_rada@ukr.net
04373241,zalyzja@meta.ua
35009206,zvdvs@ukr.net
26094903,zvsz@city-adm.lviv.ua
38007594,inbox@zl.lv.court.gov.ua
40479801,lviv@dkrs.gov.ua
04369742,zvenyhorodrada@gmail.com
04372282,Zymnovodivskarada@gmail.com
38108778,jur1319@sta.lviv.ua
20858831,zolochiv_rda@ukr.net
25233449,rada-zl@online.ua
37391319,inbox@zol.lv.court.gov.ua
20855885,kalyniv-rada@meta.ua
04056345,Kam-ByzRDA@bigmir.net
01996326,kam_crl@mail.ru
36767371,inbox@kb.lv.court.gov.ua
20850054,kamyanobrid@meta.ua
04371294,knjazhpil@gmail.com
04373502,komarnyky@ukr.net
05759579,zol_bti@ukr.net
01997863,gorcrl@ukr.net
04057570,kotelev_rda@adm-pl.gov.ua
00703411,kot_vetm@poltava.ukrtel.net
21050605,kotelv_rada@i.ua
13955812,kotelva-sr@poltava.ukrtel.net
25718135,kotruu@ukrpost.ua
02886002,inbox@kt.pl.court.gov.ua
23549527,cz1610@cz.poltava.ua
08674956,10_po@mvs.gov.ua
04373100,SRKrakovets@i.ua
04372773,krasne@mail.ua
14321498,veliki_mosti_knc@pvu.gov.ua
04369535,lysynychi_rada@i.ua
35009358,dvs_lychakiv@ukr.net
26180956,lvsz@city-adm.lviv.ua
37444229,inbox@lk.lv.court.gov.ua
04373063,lozynska-rada@meta.ua
26256622,agu@city-adm.lviv.ua
00022562,kancel@loda.gov.ua
22340506,info@oblrada.lviv.ua
01038909,lvivvodgosp@ukrpost.ua
13817458,Lviv@ispf.gov.ua
34668371,inbox@apladm.lv.court.gov.ua
